scenario,trial,lambda,lambda_rmse,lambda_relative_mae,measurement_rmse,measurement_relative_mae,sicc_rmse,sicc_relative_mae,lambda_detection_rate,sicc_detection_rate
Q1_2sigma,400034,5.994842503189409e-07,0.4911104044633885,0.08834196653922559,0.491145553989548,0.08789553980688052,0.4910937998582672,0.09023241493516009,0.0,0.0
Q1_2sigma,400035,7.742636826811277,0.49600087621801064,0.10172687355162259,0.4968231320394575,0.10511514638313381,0.4938972045229563,0.07977879142525698,0.0,0.0
Q1_2sigma,400036,7.742636826811277,0.7080383473535994,0.09535696371982898,0.7083193978298816,0.09761561122059184,0.7068765894703009,0.08133252207640632,0.0,1.0
Q1_2sigma,400037,5.994842503189409e-07,0.2889082497879968,0.04414480065285371,0.28943876617002146,0.04783063924899338,0.28890986099009336,0.04415155403638417,0.0,0.0
Q1_2sigma,400038,7.742636826811277,0.5860783209406095,0.15695274957289618,0.5892055600834847,0.1647236834239962,0.573876066032395,0.09737898737987102,0.0,0.0
Q1_2sigma,400039,0.12915496650148828,0.23759871912003105,0.032809022411977154,0.23791230201183586,0.029278780634410414,0.23763880307441965,0.03346326565531022,0.0,0.0
Q1_2sigma,400040,7.742636826811277,0.6947740016897026,0.11947664539947869,0.6949701249061815,0.12083037680367861,0.6941228157621705,0.11159897247215037,0.0,1.0
Q1_2sigma,400041,7.742636826811277,0.5258917070790354,0.0903396671199277,0.5258910023872184,0.09032959242780514,0.5259054815104199,0.08988214888667807,0.0,0.0
Q1_2sigma,400042,7.742636826811277,0.2981876976727205,0.052628292261441355,0.2987276427368894,0.05416882084112994,0.2993655445189319,0.04560849324843388,0.0,0.0
Q1_2sigma,400043,7.742636826811277,0.5634082962550008,0.1431179236288629,0.5659613205414,0.1497307265975552,0.5530617658895182,0.0936981984642896,0.0,1.0
Q1_2sigma,400044,7.742636826811277,0.22531974431378943,0.05176611844048516,0.22593993087330466,0.05447379961731908,0.22427300908225895,0.04412641956833035,0.0,0.0
Q1_2sigma,400045,7.742636826811277,0.4775753542792388,0.07525796504382178,0.47776902838132485,0.07795166732042327,0.4785969640414708,0.08914666840111075,0.0,0.0
Q1_2sigma,400046,7.742636826811277,0.8053683551729748,0.10724359707604332,0.805476539255077,0.1082549811446722,0.8048544904655598,0.10116210616572664,0.0,0.0
Q1_2sigma,400047,7.742636826811277,0.05362282589575186,0.012637310182562306,0.05424341726214586,0.012368965979268185,0.05174105912417435,0.01251846210489744,0.0,0.0
Q1_2sigma,400048,7.742636826811277,0.42694684533427746,0.0791584803060537,0.4273941011550164,0.08002432438472266,0.4258481770457582,0.07183767746551496,0.0,1.0
Q1_2sigma,400049,7.742636826811277,0.4924297693166601,0.14266381121857585,0.496764588827722,0.15136213123657588,0.5188764666919057,0.2004330605248222,0.0,1.0
Q1_2sigma,400050,7.742636826811277,0.13569363732841772,0.03227574267662727,0.13646277774132587,0.03422356918821618,0.13111443642837484,0.031091010290921515,0.0,1.0
Q1_2sigma,400051,0.12915496650148828,0.8159473278624797,0.09398584415796288,0.8262759289848394,0.16287709707174675,0.838679536674439,0.16470856960483943,0.0,0.0
Q1_2sigma,400052,0.12915496650148828,0.285649335648863,0.04974624336779465,0.2973320692432408,0.0783372743288669,0.28471217203432503,0.0452150049618895,0.0,0.0
Q1_2sigma,400053,7.742636826811277,0.5039451733781539,0.1313841830509888,0.5056806235308506,0.1358872448654218,0.49773582449528253,0.10098452967280162,0.0,0.0
Q1_2sigma,400054,0.12915496650148828,0.41551932413926596,0.08884448382451407,0.4192336874815132,0.10394380330478095,0.4169919444631399,0.0913564042098887,0.0,0.0
Q1_2sigma,400055,7.742636826811277,0.4648277571287039,0.07086269534627566,0.4650741314426511,0.07271740463664708,0.46397672281086094,0.056776346238037005,0.0,0.0
Q1_2sigma,400056,7.742636826811277,0.2957235983488403,0.05328869434439978,0.29638463887711913,0.055897957204716346,0.29384428756043324,0.039864460472787536,0.0,0.0
Q1_2sigma,400057,7.742636826811277,0.380024008232094,0.09407742081763175,0.3809563878407234,0.09622442925803379,0.37480998193645526,0.07469510139173426,0.0,1.0
Q1_2sigma,400058,7.742636826811277,0.24733589757790872,0.061227287315207705,0.24963126020279544,0.06698555364986156,0.24457434989686044,0.0540390751243698,0.0,0.0
Q1_5sigma,500000,7.742636826811277,0.5398245842031703,0.11266084824842511,0.5412385611510282,0.11735832298092118,0.5353161051045928,0.08819060215592078,0.0,1.0
Q1_5sigma,500001,7.742636826811277,0.6020698299907399,0.10549633940069995,0.6023270761779931,0.10743002171344432,0.6010038575745333,0.1074297330346929,0.0,1.0
Q1_5sigma,500002,7.742636826811277,0.22708220601339185,0.0628703137964046,0.22872589327793114,0.06505600848420529,0.21842793045052633,0.04939169615820131,0.0,1.0
Q1_5sigma,500003,7.742636826811277,0.5392246677951616,0.1374689793400798,0.5422742732588697,0.14533669126899534,0.5299845678293815,0.0908866879652777,0.0,1.0
Q1_5sigma,500004,7.742636826811277,0.4667860308453036,0.0700619746381928,0.46738112598899784,0.0718039494570826,0.4644855807157784,0.05793308490867803,0.0,1.0
Q1_5sigma,500005,7.742636826811277,0.5468035534157598,0.09775680557201004,0.5470819539742221,0.09907091995060045,0.5451475474183671,0.09348884805856159,0.0,1.0
Q1_5sigma,500006,7.742636826811277,0.5320910872781796,0.1057905101328526,0.5327075982122521,0.1080962892239419,0.5267605247184874,0.0822160614860956,0.0,1.0
Q1_5sigma,500007,7.742636826811277,0.3962980555801795,0.0919566349503663,0.39696288696349924,0.09320245927845737,0.39077047876742227,0.07908079509297694,0.0,1.0
Q1_5sigma,500008,7.742636826811277,0.571584210667238,0.08924088048822457,0.5721301380057858,0.09034044194091184,0.5678302618407378,0.0793006716995257,0.0,1.0
Q1_5sigma,500009,7.742636826811277,0.408915375455566,0.08052948669636388,0.4094609150279155,0.08184308022378482,0.4051743720579436,0.07605103215163482,0.0,1.0
Q1_5sigma,500010,0.12915496650148828,0.8488061477315837,0.11373165980731462,0.8532686128893251,0.15451096743890552,0.8516507409821807,0.14033052656886297,0.0,0.0
Q1_5sigma,500011,7.742636826811277,0.3764593338112289,0.11136143197727022,0.37942125772895263,0.11626961181877775,0.3634944114479163,0.07168735857248898,0.0,1.0
Q1_5sigma,500012,7.742636826811277,0.32794315932371715,0.06039087306517175,0.32883696485364394,0.06344103730833377,0.3320765769451346,0.07012457276920185,0.0,0.0
Q1_5sigma,500013,0.12915496650148828,0.8238613509693111,0.14339321845028374,0.8483555313914697,0.23346196610332012,0.8679895970316953,0.2945196466652001,0.0,0.0
